GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08
Id,Id2,Geography,Total:,1-person household,2-person household,3-person household,4-person household,5-person household,6-person household,7-or-more person household
1500000US510259901003,510259901003,"Block Group 3, Census Tract 9901, Brunswick County, Virginia",350,104,130,45,39,23,6,3
1500000US510259901004,510259901004,"Block Group 4, Census Tract 9901, Brunswick County, Virginia",454,118,161,85,52,22,9,7
1500000US510259902001,510259902001,"Block Group 1, Census Tract 9902, Brunswick County, Virginia",331,83,106,62,47,17,10,6
1500000US510259902002,510259902002,"Block Group 2, Census Tract 9902, Brunswick County, Virginia",365,102,126,55,39,29,7,7
1500000US510259902003,510259902003,"Block Group 3, Census Tract 9902, Brunswick County, Virginia",3,1,1,1,0,0,0,0
1500000US510259902004,510259902004,"Block Group 4, Census Tract 9902, Brunswick County, Virginia",229,81,61,31,24,19,7,6
1500000US510259902005,510259902005,"Block Group 5, Census Tract 9902, Brunswick County, Virginia",705,175,195,138,109,55,22,11
1500000US510259902006,510259902006,"Block Group 6, Census Tract 9902, Brunswick County, Virginia",341,86,134,58,44,15,2,2
1500000US510259902007,510259902007,"Block Group 7, Census Tract 9902, Brunswick County, Virginia",459,168,145,62,47,17,11,9
1500000US510259903001,510259903001,"Block Group 1, Census Tract 9903, Brunswick County, Virginia",407,104,143,88,38,24,6,4
1500000US510259903002,510259903002,"Block Group 2, Census Tract 9903, Brunswick County, Virginia",474,125,147,105,53,35,7,2
1500000US510259903003,510259903003,"Block Group 3, Census Tract 9903, Brunswick County, Virginia",408,119,156,73,37,13,8,2
1500000US510259903004,510259903004,"Block Group 4, Census Tract 9903, Brunswick County, Virginia",444,113,208,64,34,18,4,3
1500000US510259903005,510259903005,"Block Group 5, Census Tract 9903, Brunswick County, Virginia",594,161,173,108,79,48,12,13
1500000US510279901001,510279901001,"Block Group 1, Census Tract 9901, Buchanan County, Virginia",388,73,136,93,64,17,4,1
1500000US510279901002,510279901002,"Block Group 2, Census Tract 9901, Buchanan County, Virginia",765,165,241,197,114,37,8,3
1500000US510279901003,510279901003,"Block Group 3, Census Tract 9901, Buchanan County, Virginia",388,91,148,72,67,7,3,0
1500000US510279901004,510279901004,"Block Group 4, Census Tract 9901, Buchanan County, Virginia",319,81,122,65,37,10,1,3
1500000US510279901005,510279901005,"Block Group 5, Census Tract 9901, Buchanan County, Virginia",331,100,103,65,44,14,2,3
1500000US510279902001,510279902001,"Block Group 1, Census Tract 9902, Buchanan County, Virginia",376,85,125,103,45,14,3,1
1500000US510279902002,510279902002,"Block Group 2, Census Tract 9902, Buchanan County, Virginia",492,101,170,107,77,22,14,1
1500000US510279902003,510279902003,"Block Group 3, Census Tract 9902, Buchanan County, Virginia",283,62,101,62,39,11,4,4
1500000US510279902004,510279902004,"Block Group 4, Census Tract 9902, Buchanan County, Virginia",280,60,106,63,34,15,2,0
1500000US510279903001,510279903001,"Block Group 1, Census Tract 9903, Buchanan County, Virginia",264,48,95,56,45,15,3,2
1500000US510279903002,510279903002,"Block Group 2, Census Tract 9903, Buchanan County, Virginia",575,117,207,136,79,30,5,1
1500000US510279903003,510279903003,"Block Group 3, Census Tract 9903, Buchanan County, Virginia",655,156,247,126,104,18,1,3
1500000US510279904001,510279904001,"Block Group 1, Census Tract 9904, Buchanan County, Virginia",582,135,208,132,78,24,4,1
1500000US510279904002,510279904002,"Block Group 2, Census Tract 9904, Buchanan County, Virginia",322,96,124,59,32,10,1,0
1500000US510279904003,510279904003,"Block Group 3, Census Tract 9904, Buchanan County, Virginia",231,60,94,40,25,10,1,1
1500000US510279905001,510279905001,"Block Group 1, Census Tract 9905, Buchanan County, Virginia",394,75,149,86,59,18,4,3
1500000US510279905002,510279905002,"Block Group 2, Census Tract 9905, Buchanan County, Virginia",273,69,98,50,36,16,1,3
1500000US510279906001,510279906001,"Block Group 1, Census Tract 9906, Buchanan County, Virginia",334,71,123,81,42,12,4,1
1500000US510279906002,510279906002,"Block Group 2, Census Tract 9906, Buchanan County, Virginia",401,96,143,88,62,9,2,1
1500000US510279906003,510279906003,"Block Group 3, Census Tract 9906, Buchanan County, Virginia",399,111,156,75,38,12,5,2
1500000US510279906004,510279906004,"Block Group 4, Census Tract 9906, Buchanan County, Virginia",223,41,74,57,40,11,0,0
1500000US510279906005,510279906005,"Block Group 5, Census Tract 9906, Buchanan County, Virginia",333,62,124,78,49,16,2,2
1500000US510279907001,510279907001,"Block Group 1, Census Tract 9907, Buchanan County, Virginia",366,92,120,74,62,15,1,2
1500000US510279907002,510279907002,"Block Group 2, Census Tract 9907, Buchanan County, Virginia",625,133,218,146,93,28,6,1
1500000US510279907003,510279907003,"Block Group 3, Census Tract 9907, Buchanan County, Virginia",525,104,197,123,80,15,6,0
1500000US510279907004,510279907004,"Block Group 4, Census Tract 9907, Buchanan County, Virginia",340,75,115,88,45,11,4,2
1500000US510299901001,510299901001,"Block Group 1, Census Tract 9901, Buckingham County, Virginia",407,95,146,76,54,19,10,7
1500000US510299901002,510299901002,"Block Group 2, Census Tract 9901, Buckingham County, Virginia",374,86,118,69,58,27,12,4
1500000US510299901003,510299901003,"Block Group 3, Census Tract 9901, Buckingham County, Virginia",296,69,111,46,44,15,5,6
1500000US510299901004,510299901004,"Block Group 4, Census Tract 9901, Buckingham County, Virginia",512,122,172,97,76,32,6,7
1500000US510299901005,510299901005,"Block Group 5, Census Tract 9901, Buckingham County, Virginia",431,128,148,64,61,18,7,5
1500000US510299901006,510299901006,"Block Group 6, Census Tract 9901, Buckingham County, Virginia",383,88,125,90,40,24,11,5
1500000US510299902001,510299902001,"Block Group 1, Census Tract 9902, Buckingham County, Virginia",639,151,220,118,97,33,12,8
1500000US510299902002,510299902002,"Block Group 2, Census Tract 9902, Buckingham County, Virginia",253,62,89,36,35,22,4,5
1500000US510299902003,510299902003,"Block Group 3, Census Tract 9902, Buckingham County, Virginia",459,141,149,95,48,18,5,3
1500000US510299902004,510299902004,"Block Group 4, Census Tract 9902, Buckingham County, Virginia",314,74,102,65,45,16,8,4
1500000US510299902005,510299902005,"Block Group 5, Census Tract 9902, Buckingham County, Virginia",472,107,174,77,58,37,11,8
1500000US510299902006,510299902006,"Block Group 6, Census Tract 9902, Buckingham County, Virginia",466,119,187,65,57,18,13,7
1500000US510299902007,510299902007,"Block Group 7, Census Tract 9902, Buckingham County, Virginia",318,94,116,50,35,16,3,4
1500000US510310201001,510310201001,"Block Group 1, Census Tract 201, Campbell County, Virginia",656,207,255,98,70,17,7,2
1500000US510310201002,510310201002,"Block Group 2, Census Tract 201, Campbell County, Virginia",1021,200,389,211,135,57,20,9
1500000US510310201003,510310201003,"Block Group 3, Census Tract 201, Campbell County, Virginia",593,98,202,130,105,37,14,7
1500000US510310201004,510310201004,"Block Group 4, Census Tract 201, Campbell County, Virginia",705,138,277,135,102,42,9,2
1500000US510310201005,510310201005,"Block Group 5, Census Tract 201, Campbell County, Virginia",492,107,185,80,85,20,10,5
1500000US510310201006,510310201006,"Block Group 6, Census Tract 201, Campbell County, Virginia",327,78,114,54,51,21,7,2
1500000US510310202001,510310202001,"Block Group 1, Census Tract 202, Campbell County, Virginia",461,115,174,81,56,24,6,5
1500000US510310202002,510310202002,"Block Group 2, Census Tract 202, Campbell County, Virginia",402,94,153,58,68,21,4,4
1500000US510310202003,510310202003,"Block Group 3, Census Tract 202, Campbell County, Virginia",331,87,112,69,37,21,3,2
1500000US510310202004,510310202004,"Block Group 4, Census Tract 202, Campbell County, Virginia",461,104,169,105,58,19,4,2
1500000US510310203001,510310203001,"Block Group 1, Census Tract 203, Campbell County, Virginia",419,74,172,67,63,36,4,3
1500000US510310203002,510310203002,"Block Group 2, Census Tract 203, Campbell County, Virginia",1240,304,512,193,152,62,11,6
1500000US510310204001,510310204001,"Block Group 1, Census Tract 204, Campbell County, Virginia",983,331,372,141,93,31,12,3
1500000US510310204002,510310204002,"Block Group 2, Census Tract 204, Campbell County, Virginia",869,273,331,142,86,23,12,2
1500000US510310204003,510310204003,"Block Group 3, Census Tract 204, Campbell County, Virginia",1150,262,438,210,176,51,10,3
1500000US510310204004,510310204004,"Block Group 4, Census Tract 204, Campbell County, Virginia",1443,275,529,331,213,72,17,6
1500000US510310204005,510310204005,"Block Group 5, Census Tract 204, Campbell County, Virginia",273,63,109,58,28,8,6,1
1500000US510310204006,510310204006,"Block Group 6, Census Tract 204, Campbell County, Virginia",375,96,136,59,56,24,4,0
1500000US510310205001,510310205001,"Block Group 1, Census Tract 205, Campbell County, Virginia",570,122,196,124,75,33,17,3
1500000US510310205002,510310205002,"Block Group 2, Census Tract 205, Campbell County, Virginia",837,181,296,165,119,55,18,3
1500000US510310205003,510310205003,"Block Group 3, Census Tract 205, Campbell County, Virginia",676,139,251,122,105,38,12,9
1500000US510310205004,510310205004,"Block Group 4, Census Tract 205, Campbell County, Virginia",458,147,148,78,63,16,4,2
1500000US510310206001,510310206001,"Block Group 1, Census Tract 206, Campbell County, Virginia",627,153,212,113,101,31,9,8
1500000US510310206002,510310206002,"Block Group 2, Census Tract 206, Campbell County, Virginia",582,138,202,128,70,30,11,3
1500000US510310206003,510310206003,"Block Group 3, Census Tract 206, Campbell County, Virginia",402,82,158,78,58,19,4,3
1500000US510310207001,510310207001,"Block Group 1, Census Tract 207, Campbell County, Virginia",467,123,192,69,47,27,7,2
1500000US510310207002,510310207002,"Block Group 2, Census Tract 207, Campbell County, Virginia",504,216,148,68,44,17,6,5
1500000US510310207003,510310207003,"Block Group 3, Census Tract 207, Campbell County, Virginia",532,175,176,98,48,29,3,3
1500000US510310208001,510310208001,"Block Group 1, Census Tract 208, Campbell County, Virginia",411,92,156,87,44,20,10,2
1500000US510310208002,510310208002,"Block Group 2, Census Tract 208, Campbell County, Virginia",524,128,194,83,74,23,12,10
1500000US510310208003,510310208003,"Block Group 3, Census Tract 208, Campbell County, Virginia",221,54,69,44,28,16,6,4
1500000US510310209001,510310209001,"Block Group 1, Census Tract 209, Campbell County, Virginia",517,116,163,106,81,32,12,7
1500000US510310209002,510310209002,"Block Group 2, Census Tract 209, Campbell County, Virginia",566,131,193,114,82,36,5,5
1500000US510310209003,510310209003,"Block Group 3, Census Tract 209, Campbell County, Virginia",233,78,71,43,24,12,2,3
1500000US510310209004,510310209004,"Block Group 4, Census Tract 209, Campbell County, Virginia",311,89,104,55,43,13,4,3
1500000US510339901001,510339901001,"Block Group 1, Census Tract 9901, Caroline County, Virginia",439,90,143,80,76,33,13,4
1500000US510339901002,510339901002,"Block Group 2, Census Tract 9901, Caroline County, Virginia",279,104,83,45,31,7,5,4
1500000US510339901003,510339901003,"Block Group 3, Census Tract 9901, Caroline County, Virginia",537,125,189,103,72,34,9,5
1500000US510339901004,510339901004,"Block Group 4, Census Tract 9901, Caroline County, Virginia",6,0,4,0,1,0,1,0
1500000US510339902001,510339902001,"Block Group 1, Census Tract 9902, Caroline County, Virginia",664,145,216,138,88,51,17,9
1500000US510339902002,510339902002,"Block Group 2, Census Tract 9902, Caroline County, Virginia",518,98,171,95,84,36,16,18
1500000US510339903001,510339903001,"Block Group 1, Census Tract 9903, Caroline County, Virginia",378,70,145,67,63,25,7,1
1500000US510339903002,510339903002,"Block Group 2, Census Tract 9903, Caroline County, Virginia",406,105,141,63,55,25,9,8
1500000US510339903003,510339903003,"Block Group 3, Census Tract 9903, Caroline County, Virginia",337,78,125,65,45,13,5,6
1500000US510339904001,510339904001,"Block Group 1, Census Tract 9904, Caroline County, Virginia",274,74,94,40,32,21,6,7
1500000US510339904002,510339904002,"Block Group 2, Census Tract 9904, Caroline County, Virginia",373,68,120,73,66,26,11,9
1500000US510339905001,510339905001,"Block Group 1, Census Tract 9905, Caroline County, Virginia",471,96,148,86,84,35,8,14
1500000US510339905002,510339905002,"Block Group 2, Census Tract 9905, Caroline County, Virginia",687,95,234,141,126,56,24,11
1500000US510339905003,510339905003,"Block Group 3, Census Tract 9905, Caroline County, Virginia",776,146,301,148,122,42,7,10
1500000US510339905004,510339905004,"Block Group 4, Census Tract 9905, Caroline County, Virginia",355,78,103,74,58,23,15,4
1500000US510339905005,510339905005,"Block Group 5, Census Tract 9905, Caroline County, Virginia",540,107,173,114,93,38,9,6
1500000US510339906001,510339906001,"Block Group 1, Census Tract 9906, Caroline County, Virginia",558,90,192,100,96,47,19,14
1500000US510339906002,510339906002,"Block Group 2, Census Tract 9906, Caroline County, Virginia",423,75,173,81,55,27,10,2
1500000US510359901001,510359901001,"Block Group 1, Census Tract 9901, Carroll County, Virginia",316,86,118,60,35,13,3,1
1500000US510359901002,510359901002,"Block Group 2, Census Tract 9901, Carroll County, Virginia",497,102,181,111,72,25,3,3
1500000US510359901003,510359901003,"Block Group 3, Census Tract 9901, Carroll County, Virginia",692,193,271,124,79,18,6,1
1500000US510359902001,510359902001,"Block Group 1, Census Tract 9902, Carroll County, Virginia",384,88,155,71,49,17,3,1
1500000US510359902002,510359902002,"Block Group 2, Census Tract 9902, Carroll County, Virginia",508,134,199,86,65,18,4,2
1500000US510359902003,510359902003,"Block Group 3, Census Tract 9902, Carroll County, Virginia",1133,392,385,184,100,55,13,4
1500000US510359903001,510359903001,"Block Group 1, Census Tract 9903, Carroll County, Virginia",546,115,207,113,73,22,12,4
1500000US510359903002,510359903002,"Block Group 2, Census Tract 9903, Carroll County, Virginia",508,127,194,101,67,18,1,0
1500000US510359903003,510359903003,"Block Group 3, Census Tract 9903, Carroll County, Virginia",898,210,346,145,143,42,7,5
1500000US510359904001,510359904001,"Block Group 1, Census Tract 9904, Carroll County, Virginia",383,77,154,73,57,15,3,4
1500000US510359904002,510359904002,"Block Group 2, Census Tract 9904, Carroll County, Virginia",1088,279,464,161,127,46,9,2
1500000US510359904003,510359904003,"Block Group 3, Census Tract 9904, Carroll County, Virginia",665,173,255,115,85,27,8,2
1500000US510359905001,510359905001,"Block Group 1, Census Tract 9905, Carroll County, Virginia",594,144,238,97,78,29,4,4
1500000US510359905002,510359905002,"Block Group 2, Census Tract 9905, Carroll County, Virginia",473,117,217,78,49,10,1,1
1500000US510359905003,510359905003,"Block Group 3, Census Tract 9905, Carroll County, Virginia",433,82,187,77,57,24,5,1
1500000US510359905004,510359905004,"Block Group 4, Census Tract 9905, Carroll County, Virginia",487,128,201,84,42,25,6,1
1500000US510359906001,510359906001,"Block Group 1, Census Tract 9906, Carroll County, Virginia",984,254,396,162,123,35,11,3
1500000US510359906002,510359906002,"Block Group 2, Census Tract 9906, Carroll County, Virginia",963,232,343,208,115,46,13,6
1500000US510359906003,510359906003,"Block Group 3, Census Tract 9906, Carroll County, Virginia",634,158,230,124,82,30,6,4
1500000US510366001001,510366001001,"Block Group 1, Census Tract 6001, Charles City County, Virginia",530,115,188,126,69,17,11,4
1500000US510366001002,510366001002,"Block Group 2, Census Tract 6001, Charles City County, Virginia",458,116,153,75,70,27,13,4
1500000US510366002001,510366002001,"Block Group 1, Census Tract 6002, Charles City County, Virginia",447,89,140,99,76,22,18,3
1500000US510366002002,510366002002,"Block Group 2, Census Tract 6002, Charles City County, Virginia",424,89,134,91,64,32,9,5
1500000US510366003001,510366003001,"Block Group 1, Census Tract 6003, Charles City County, Virginia",419,99,134,79,67,20,15,5
1500000US510366003002,510366003002,"Block Group 2, Census Tract 6003, Charles City County, Virginia",392,92,146,76,41,25,10,2
1500000US510379901001,510379901001,"Block Group 1, Census Tract 9901, Charlotte County, Virginia",668,180,235,116,88,37,9,3
1500000US510379901002,510379901002,"Block Group 2, Census Tract 9901, Charlotte County, Virginia",641,226,206,98,76,21,7,7
1500000US510379901003,510379901003,"Block Group 3, Census Tract 9901, Charlotte County, Virginia",482,144,169,78,57,20,5,9
1500000US510379901004,510379901004,"Block Group 4, Census Tract 9901, Charlotte County, Virginia",507,126,163,97,75,23,11,12
1500000US510379902001,510379902001,"Block Group 1, Census Tract 9902, Charlotte County, Virginia",381,110,136,63,37,20,10,5
1500000US510379902002,510379902002,"Block Group 2, Census Tract 9902, Charlotte County, Virginia",423,99,155,69,56,30,12,2
1500000US510379902003,510379902003,"Block Group 3, Census Tract 9902, Charlotte County, Virginia",343,96,113,56,43,19,8,8
1500000US510379903001,510379903001,"Block Group 1, Census Tract 9903, Charlotte County, Virginia",411,100,148,65,59,25,9,5
1500000US510379903002,510379903002,"Block Group 2, Census Tract 9903, Charlotte County, Virginia",452,99,164,74,66,33,9,7
1500000US510379903003,510379903003,"Block Group 3, Census Tract 9903, Charlotte County, Virginia",267,75,83,49,32,18,2,8
1500000US510379903004,510379903004,"Block Group 4, Census Tract 9903, Charlotte County, Virginia",376,103,132,64,45,19,7,6
1500000US510411001061,510411001061,"Block Group 1, Census Tract 1001.06, Chesterfield County, Virginia",310,61,132,57,38,17,4,1
1500000US510411001062,510411001062,"Block Group 2, Census Tract 1001.06, Chesterfield County, Virginia",814,159,357,140,110,39,5,4
1500000US510411001071,510411001071,"Block Group 1, Census Tract 1001.07, Chesterfield County, Virginia",793,360,215,111,60,30,10,7
1500000US510411001072,510411001072,"Block Group 2, Census Tract 1001.07, Chesterfield County, Virginia",263,99,96,39,19,6,4,0
1500000US510411002051,510411002051,"Block Group 1, Census Tract 1002.05, Chesterfield County, Virginia",269,65,115,42,23,12,7,5
1500000US510411002052,510411002052,"Block Group 2, Census Tract 1002.05, Chesterfield County, Virginia",381,76,141,63,62,21,12,6
1500000US510411002053,510411002053,"Block Group 3, Census Tract 1002.05, Chesterfield County, Virginia",796,242,231,140,112,48,16,7
1500000US510411002054,510411002054,"Block Group 4, Census Tract 1002.05, Chesterfield County, Virginia",1013,290,285,203,128,65,27,15
1500000US510411002061,510411002061,"Block Group 1, Census Tract 1002.06, Chesterfield County, Virginia",306,89,103,50,39,16,8,1
1500000US510411002062,510411002062,"Block Group 2, Census Tract 1002.06, Chesterfield County, Virginia",412,105,164,64,52,16,9,2
1500000US510411002063,510411002063,"Block Group 3, Census Tract 1002.06, Chesterfield County, Virginia",874,86,254,212,208,87,21,6
1500000US510411002064,510411002064,"Block Group 4, Census Tract 1002.06, Chesterfield County, Virginia",511,82,155,108,88,40,21,17
1500000US510411002071,510411002071,"Block Group 1, Census Tract 1002.07, Chesterfield County, Virginia",522,176,189,76,42,29,6,4
1500000US510411002072,510411002072,"Block Group 2, Census Tract 1002.07, Chesterfield County, Virginia",379,77,134,76,46,20,16,10
1500000US510411002073,510411002073,"Block Group 3, Census Tract 1002.07, Chesterfield County, Virginia",951,149,353,188,165,60,24,12
1500000US510411002074,510411002074,"Block Group 4, Census Tract 1002.07, Chesterfield County, Virginia",579,102,172,132,103,50,13,7
1500000US510411002075,510411002075,"Block Group 5, Census Tract 1002.07, Chesterfield County, Virginia",580,144,197,122,78,28,10,1
1500000US510411002081,510411002081,"Block Group 1, Census Tract 1002.08, Chesterfield County, Virginia",437,50,203,85,61,25,10,3
1500000US510411002082,510411002082,"Block Group 2, Census Tract 1002.08, Chesterfield County, Virginia",363,36,146,68,72,30,7,4
1500000US510411002083,510411002083,"Block Group 3, Census Tract 1002.08, Chesterfield County, Virginia",209,41,95,33,32,4,1,3
1500000US510411003001,510411003001,"Block Group 1, Census Tract 1003, Chesterfield County, Virginia",627,165,193,114,91,39,14,11
1500000US510411003002,510411003002,"Block Group 2, Census Tract 1003, Chesterfield County, Virginia",374,103,135,68,39,20,4,5
1500000US510411004031,510411004031,"Block Group 1, Census Tract 1004.03, Chesterfield County, Virginia",235,36,97,40,45,10,6,1
1500000US510411004032,510411004032,"Block Group 2, Census Tract 1004.03, Chesterfield County, Virginia",1012,243,328,169,182,59,22,9
1500000US510411004033,510411004033,"Block Group 3, Census Tract 1004.03, Chesterfield County, Virginia",227,64,68,54,27,9,2,3
1500000US510411004041,510411004041,"Block Group 1, Census Tract 1004.04, Chesterfield County, Virginia",979,398,257,170,80,46,15,13
1500000US510411004051,510411004051,"Block Group 1, Census Tract 1004.05, Chesterfield County, Virginia",301,62,103,59,48,17,9,3
1500000US510411004052,510411004052,"Block Group 2, Census Tract 1004.05, Chesterfield County, Virginia",521,140,177,87,69,35,7,6
1500000US510411004061,510411004061,"Block Group 1, Census Tract 1004.06, Chesterfield County, Virginia",347,55,106,94,55,27,8,2
1500000US510411004071,510411004071,"Block Group 1, Census Tract 1004.07, Chesterfield County, Virginia",254,79,74,43,26,19,6,7
1500000US510411004072,510411004072,"Block Group 2, Census Tract 1004.07, Chesterfield County, Virginia",323,75,112,64,57,5,9,1
1500000US510411004073,510411004073,"Block Group 3, Census Tract 1004.07, Chesterfield County, Virginia",666,140,225,132,102,44,17,6
1500000US510411004081,510411004081,"Block Group 1, Census Tract 1004.08, Chesterfield County, Virginia",368,112,119,70,46,16,3,2
1500000US510411004082,510411004082,"Block Group 2, Census Tract 1004.08, Chesterfield County, Virginia",872,121,266,210,198,57,17,3
1500000US510411004083,510411004083,"Block Group 3, Census Tract 1004.08, Chesterfield County, Virginia",534,57,171,124,126,35,16,5
1500000US510411004084,510411004084,"Block Group 4, Census Tract 1004.08, Chesterfield County, Virginia",588,162,191,111,72,36,10,6
1500000US510411004085,510411004085,"Block Group 5, Census Tract 1004.08, Chesterfield County, Virginia",491,103,181,92,81,24,7,3
1500000US510411005011,510411005011,"Block Group 1, Census Tract 1005.01, Chesterfield County, Virginia",1411,139,419,321,362,127,34,9
1500000US510411005012,510411005012,"Block Group 2, Census Tract 1005.01, Chesterfield County, Virginia",387,70,112,96,70,22,14,3
1500000US510411005013,510411005013,"Block Group 3, Census Tract 1005.01, Chesterfield County, Virginia",679,137,229,134,123,44,8,4
1500000US510411005041,510411005041,"Block Group 1, Census Tract 1005.04, Chesterfield County, Virginia",790,188,262,158,119,43,14,6
1500000US510411005042,510411005042,"Block Group 2, Census Tract 1005.04, Chesterfield County, Virginia",605,141,195,119,92,36,16,6
1500000US510411005043,510411005043,"Block Group 3, Census Tract 1005.04, Chesterfield County, Virginia",866,83,256,202,218,75,24,8
1500000US510411005044,510411005044,"Block Group 4, Census Tract 1005.04, Chesterfield County, Virginia",584,80,178,137,109,58,16,6
1500000US510411005051,510411005051,"Block Group 1, Census Tract 1005.05, Chesterfield County, Virginia",305,64,124,63,39,14,0,1
1500000US510411005052,510411005052,"Block Group 2, Census Tract 1005.05, Chesterfield County, Virginia",373,65,146,73,52,27,6,4
1500000US510411005053,510411005053,"Block Group 3, Census Tract 1005.05, Chesterfield County, Virginia",432,67,152,85,81,31,11,5
1500000US510411005054,510411005054,"Block Group 4, Census Tract 1005.05, Chesterfield County, Virginia",482,160,150,83,59,21,6,3
1500000US510411005055,510411005055,"Block Group 5, Census Tract 1005.05, Chesterfield County, Virginia",285,54,117,47,47,12,6,2
1500000US510411005061,510411005061,"Block Group 1, Census Tract 1005.06, Chesterfield County, Virginia",228,30,92,49,41,11,4,1
1500000US510411005062,510411005062,"Block Group 2, Census Tract 1005.06, Chesterfield County, Virginia",506,69,146,131,111,38,10,1
1500000US510411005063,510411005063,"Block Group 3, Census Tract 1005.06, Chesterfield County, Virginia",461,64,137,104,110,33,10,3
1500000US510411005064,510411005064,"Block Group 4, Census Tract 1005.06, Chesterfield County, Virginia",504,134,156,99,79,27,6,3
1500000US510411006001,510411006001,"Block Group 1, Census Tract 1006, Chesterfield County, Virginia",315,83,119,53,33,21,3,3
1500000US510411006002,510411006002,"Block Group 2, Census Tract 1006, Chesterfield County, Virginia",123,46,25,28,12,7,4,1
1500000US510411006003,510411006003,"Block Group 3, Census Tract 1006, Chesterfield County, Virginia",229,62,69,47,27,11,8,5
1500000US510411007011,510411007011,"Block Group 1, Census Tract 1007.01, Chesterfield County, Virginia",617,123,185,139,111,43,14,2
1500000US510411007012,510411007012,"Block Group 2, Census Tract 1007.01, Chesterfield County, Virginia",372,91,135,54,52,28,6,6
1500000US510411007013,510411007013,"Block Group 3, Census Tract 1007.01, Chesterfield County, Virginia",432,75,156,91,74,24,6,6
1500000US510411007014,510411007014,"Block Group 4, Census Tract 1007.01, Chesterfield County, Virginia",455,126,175,77,48,19,8,2
1500000US510411007021,510411007021,"Block Group 1, Census Tract 1007.02, Chesterfield County, Virginia",584,113,209,116,89,39,11,7
1500000US510411007031,510411007031,"Block Group 1, Census Tract 1007.03, Chesterfield County, Virginia",255,40,96,52,40,18,6,3
1500000US510411007032,510411007032,"Block Group 2, Census Tract 1007.03, Chesterfield County, Virginia",507,89,204,108,76,24,5,1
1500000US510411007033,510411007033,"Block Group 3, Census Tract 1007.03, Chesterfield County, Virginia",642,99,215,136,124,51,13,4
1500000US510411007034,510411007034,"Block Group 4, Census Tract 1007.03, Chesterfield County, Virginia",617,86,220,128,113,50,13,7
1500000US510411008041,510411008041,"Block Group 1, Census Tract 1008.04, Chesterfield County, Virginia",835,253,330,131,85,28,7,1
1500000US510411008042,510411008042,"Block Group 2, Census Tract 1008.04, Chesterfield County, Virginia",398,54,128,93,73,30,10,10
1500000US510411008043,510411008043,"Block Group 3, Census Tract 1008.04, Chesterfield County, Virginia",514,77,246,91,65,28,4,3
1500000US510411008051,510411008051,"Block Group 1, Census Tract 1008.05, Chesterfield County, Virginia",366,97,150,48,37,23,6,5
1500000US510411008052,510411008052,"Block Group 2, Census Tract 1008.05, Chesterfield County, Virginia",943,138,292,199,197,73,27,17
1500000US510411008053,510411008053,"Block Group 3, Census Tract 1008.05, Chesterfield County, Virginia",335,79,111,74,39,24,5,3
1500000US510411008061,510411008061,"Block Group 1, Census Tract 1008.06, Chesterfield County, Virginia",669,140,150,137,129,64,29,20
1500000US510411008062,510411008062,"Block Group 2, Census Tract 1008.06, Chesterfield County, Virginia",680,114,213,148,131,45,14,15
1500000US510411008071,510411008071,"Block Group 1, Census Tract 1008.07, Chesterfield County, Virginia",548,110,227,96,69,29,6,11
1500000US510411008091,510411008091,"Block Group 1, Census Tract 1008.09, Chesterfield County, Virginia",571,107,156,134,100,41,20,13
1500000US510411008092,510411008092,"Block Group 2, Census Tract 1008.09, Chesterfield County, Virginia",665,103,243,148,110,49,6,6
1500000US510411008093,510411008093,"Block Group 3, Census Tract 1008.09, Chesterfield County, Virginia",763,70,303,158,157,50,16,9
1500000US510411008111,510411008111,"Block Group 1, Census Tract 1008.11, Chesterfield County, Virginia",420,36,189,82,77,26,8,2
1500000US510411008112,510411008112,"Block Group 2, Census Tract 1008.11, Chesterfield County, Virginia",947,66,361,217,213,60,24,6
1500000US510411008113,510411008113,"Block Group 3, Census Tract 1008.11, Chesterfield County, Virginia",1090,258,347,197,201,70,15,2
1500000US510411008121,510411008121,"Block Group 1, Census Tract 1008.12, Chesterfield County, Virginia",403,72,171,70,52,24,11,3
1500000US510411008122,510411008122,"Block Group 2, Census Tract 1008.12, Chesterfield County, Virginia",801,90,226,186,192,57,37,13
1500000US510411008123,510411008123,"Block Group 3, Census Tract 1008.12, Chesterfield County, Virginia",433,69,204,77,54,23,4,2
1500000US510411008131,510411008131,"Block Group 1, Census Tract 1008.13, Chesterfield County, Virginia",475,61,154,110,101,36,13,0
1500000US510411008132,510411008132,"Block Group 2, Census Tract 1008.13, Chesterfield County, Virginia",362,103,156,50,35,11,4,3
1500000US510411008133,510411008133,"Block Group 3, Census Tract 1008.13, Chesterfield County, Virginia",909,129,293,199,183,68,22,15
1500000US510411008134,510411008134,"Block Group 4, Census Tract 1008.13, Chesterfield County, Virginia",478,76,141,103,106,36,9,7
1500000US510411008141,510411008141,"Block Group 1, Census Tract 1008.14, Chesterfield County, Virginia",569,88,160,125,120,49,17,10
1500000US510411008142,510411008142,"Block Group 2, Census Tract 1008.14, Chesterfield County, Virginia",707,133,202,173,130,50,14,5
1500000US510411008151,510411008151,"Block Group 1, Census Tract 1008.15, Chesterfield County, Virginia",488,43,187,95,110,34,15,4
